,Player,Team,FF Pts,Plays,TRGT,REC,RCYDS,RCTDS,RUATT,RUYDS,RUTDS,INT,FUM,Week,Season
20, Rod Streater,LVR,9.3,9,9,5,93,0,0,0,0,0,1,8,2013
21, Jeremy Ross,DET,8.9,2,1,1,5,1,1,24,0,0,1,8,2013
22, Eddie Royal,LAC,8.7,4,4,4,87,0,0,0,0,0,0,8,2013
23, Dez Bryant,DAL,8.6,16,16,9,86,0,0,0,0,0,1,8,2013
24, Seyi Ajirotutu,LAC,8.6,1,1,1,26,1,0,0,0,0,0,8,2013
25, Kevin Ogletree,DET,8,1,1,1,20,1,0,0,0,0,0,8,2013
26, Brian Hartline,MIA,7.8,5,5,5,78,0,0,0,0,0,0,8,2013
27, Torrey Smith,BAL,7.4,4,4,2,74,0,0,0,0,0,0,8,2013
28, Jordy Nelson,GB,7.2,11,11,6,72,0,0,0,0,0,0,8,2013
29, Cecil Shorts,JAC,7.1,11,11,8,71,0,0,0,0,0,0,8,2013
30, Steve Smith,CAR,6.9,8,8,5,69,0,0,0,0,0,0,8,2013
31, Louis Murphy,NYG,6.4,1,1,1,4,1,0,0,0,0,0,8,2013
32, Rueben Randle,NYG,6.4,7,7,3,64,0,0,0,0,0,0,8,2013
33, Vincent Jackson,TB,6.1,3,3,2,61,0,0,0,0,0,0,8,2013
34, Ace Sanders,JAC,6.1,5,5,4,61,0,0,0,0,0,0,8,2013
35, Earl Bennett,CHI,5.8,8,8,8,58,0,0,0,0,0,0,8,2013
36, K. Thompkins,NE,5.6,9,9,6,56,0,0,0,0,0,0,8,2013
37, Jerome Simpson,MIN,5.4,4,4,2,54,0,0,0,0,0,0,8,2013
38, C. Patterson,MIN,5.4,11,11,8,54,0,0,0,0,0,0,8,2013
39, Pierre Garcon,WAS,4.8,11,11,8,48,0,0,0,0,0,0,8,2013
40, Greg Salas,NYJ,4.8,3,3,2,48,0,0,0,0,0,0,8,2013
41, Alshon Jeffery,CHI,4.6,9,8,4,42,0,1,4,0,0,0,8,2013
42, Nate Washington,TEN,4.5,6,6,5,45,0,0,0,0,0,0,8,2013
43, M. Manningham,SF,4.5,7,7,4,45,0,0,0,0,0,0,8,2013
44, Josh Morgan,WAS,4.5,6,5,4,36,0,1,9,0,0,0,8,2013
45, Andre Roberts,ARI,4.3,5,5,3,43,0,0,0,0,0,0,8,2013
46, T.Y. Hilton,IND,3.8,9,9,5,38,0,0,0,0,0,0,8,2013
47, Andre Johnson,HOU,3.6,6,6,2,36,0,0,0,0,0,0,8,2013
48, Brandon LaFell,CAR,3.6,5,5,2,36,0,0,0,0,0,0,8,2013
49, LaVon Brazill,IND,3.5,5,5,3,35,0,0,0,0,0,0,8,2013
50, Andre Holmes,LVR,3.2,5,5,2,32,0,0,0,0,0,0,8,2013
51, Wes Welker,DEN,3.1,8,8,4,31,0,0,0,0,0,0,8,2013
52, Greg Jennings,MIN,2.9,3,3,2,29,0,0,0,0,0,0,8,2013
53, Santana Moss,WAS,2.7,4,4,3,27,0,0,0,0,0,0,8,2013
54, Victor Cruz,NYG,2.7,4,4,2,27,0,0,0,0,0,1,8,2013
55, Jerrel Jernigan,NYG,2.4,7,7,2,24,0,0,0,0,0,0,8,2013
56, D. Heyward-Bey,IND,2.2,6,6,3,22,0,0,0,0,0,0,8,2013
57, A.J. Jenkins,KC,2.2,1,1,1,22,0,0,0,0,0,0,8,2013
58, Josh Cribbs,NYJ,2,7,0,0,0,0,5,20,0,0,0,8,2013
59, Marlon Moore,MIA,2,2,2,2,20,0,0,0,0,0,0,8,2013
60, Brian Quick,LAR,1.9,2,2,2,19,0,0,0,0,0,0,8,2013
61, Stedman Bailey,LAR,1.9,1,1,1,19,0,0,0,0,0,0,8,2013
62, Miles Austin,DAL,1.7,3,3,1,17,0,0,0,0,0,0,8,2013
63, Danny Amendola,NE,1.7,6,6,3,17,0,0,0,0,0,0,8,2013
64, Jaron Brown,ARI,1.6,1,1,1,16,0,0,0,0,0,0,8,2013
65, Cole Beasley,DAL,1.3,4,4,2,13,0,0,0,0,0,0,8,2013
66, Santonio Holmes,NYJ,1.2,4,4,1,12,0,0,0,0,0,0,8,2013
67, Keshawn Martin,HOU,1.2,2,2,1,12,0,0,0,0,0,0,8,2013
68, Ted Ginn Jr.,CAR,1.1,10,10,3,11,0,0,0,0,0,0,8,2013
69, T. Williams,DAL,1,2,2,1,10,0,0,0,0,0,0,8,2013
70, DeAndre Hopkins,HOU,0.8,4,4,1,8,0,0,0,0,0,0,8,2013
71, Brandon Stokley,BAL,0.7,1,1,1,7,0,0,0,0,0,0,8,2013
72, Kerry Taylor,JAC,0.7,4,4,1,7,0,0,0,0,0,0,8,2013
73, Eric Decker,DEN,0.5,4,4,1,5,0,0,0,0,0,0,8,2013
74, DeVier Posey,HOU,0.5,1,1,1,5,0,0,0,0,0,0,8,2013
75, Marcus Thigpen,MIA,0.4,2,2,1,4,0,0,0,0,0,0,8,2013
76, R. Matthews,MIA,0.2,7,7,3,2,0,0,0,0,0,0,8,2013
77, Skye Dawson,TB,0.1,1,0,0,0,0,1,1,0,0,0,8,2013
78, Marlon Brown,BAL,0.1,2,2,1,1,0,0,0,0,0,0,8,2013
79, Kassim Osgood,SF,0,0,0,0,0,0,0,0,0,0,0,8,2013
80, Devin Hester,CHI,0,0,0,0,0,0,0,0,0,0,1,8,2013
81, Domenik Hixon,CAR,0,0,0,0,0,0,0,0,0,0,0,8,2013
82, Eric Weems,CHI,0,0,0,0,0,0,0,0,0,0,0,8,2013
83, Andre Caldwell,DEN,0,0,0,0,0,0,0,0,0,0,0,8,2013
84, Matthew Slater,NE,0,0,0,0,0,0,0,0,0,0,0,8,2013
85, Kenny Britt,TEN,0,2,2,0,0,0,0,0,0,0,0,8,2013
86, Jacoby Ford,LVR,0,1,1,0,0,0,0,0,0,0,1,8,2013
87, Joe Webb,MIN,0,0,0,0,0,0,0,0,0,0,0,8,2013
88, David Reed,IND,0,2,2,0,0,0,0,0,0,0,0,8,2013
89, David Nelson,NYJ,0,5,5,0,0,0,0,0,0,0,0,8,2013
90, Jon Baldwin,SF,0,0,0,0,0,0,0,0,0,0,0,8,2013
91, Austin Pettis,LAR,0,0,0,0,0,0,0,0,0,0,0,8,2013
92, Vincent Brown,LAC,0,1,1,0,0,0,0,0,0,0,0,8,2013
93, Dwayne Harris,DAL,0,0,0,0,0,0,0,0,0,0,0,8,2013
94, A. Robinson,WAS,0,3,3,0,0,0,0,0,0,0,0,8,2013
95, Tandon Doss,BAL,0,1,1,0,0,0,0,0,0,0,0,8,2013
96, Chris Givens,LAR,0,6,6,0,0,0,0,0,0,0,0,8,2013
97, Stephen Hill,NYJ,0,1,1,0,0,0,0,0,0,0,0,8,2013
98, Devon Wylie,TEN,0,0,0,0,0,0,0,0,0,0,1,8,2013
99,. J. Hemingway,KC,0,0,0,0,0,0,0,0,0,0,1,8,2013
100,. Lance Lewis,WAS,0,0,0,0,0,0,0,0,0,0,0,8,2013
101,. Chris Owusu,TB,0,0,0,0,0,0,0,0,0,0,0,8,2013
102,. Jarius Wright,MIN,0,1,1,0,0,0,0,0,0,0,0,8,2013
103,. Russell Shepard,TB,0,0,0,0,0,0,0,0,0,0,0,8,2013
104,. Marquess Wilson,CHI,0,0,0,0,0,0,0,0,0,0,0,8,2013
105,. Myles White,GB,0,0,0,0,0,0,0,0,0,0,0,8,2013
106,. Aaron Dobson,NE,0,0,0,0,0,0,0,0,0,0,0,8,2013
107,. Greg Jenkins,LVR,0,0,0,0,0,0,0,0,0,0,0,8,2013
108,. Brice Butler,LVR,0,1,1,0,0,0,0,0,0,0,0,8,2013
109,. Eric Page,TB,0,0,0,0,0,0,0,0,0,0,1,8,2013
110,. T. Holliday,DEN,0,0,0,0,0,0,0,0,0,0,1,8,2013
0,Eric Decker,DEN,41.4,12,12,8,174,4,0,0,0,0,0,9,2013
1,Josh Gordon,CLE,38.1,15,15,10,261,2,0,0,0,0,0,9,2013
2,Alshon Jeffery,CHI,36.9,16,15,12,249,2,1,0,0,0,0,9,2013
3,Brian Hartline,MIA,18.7,15,15,9,127,1,0,0,0,0,0,9,2013
4,Michael Floyd,ARI,15.9,10,10,5,99,1,0,0,0,0,0,9,2013
5,Torrey Smith,BAL,15.3,10,10,6,93,1,0,0,0,0,0,9,2013
6,Roddy White,ATL,14.3,14,14,10,143,0,0,0,0,0,0,9,2013
7,A.J. Green,CIN,14.3,7,7,5,83,1,0,0,0,0,0,9,2013
8,Mike Wallace,MIA,14.2,9,9,7,82,1,0,0,0,0,0,9,2013
9, Greg Jennings,MIN,13.8,9,9,7,78,1,0,0,0,0,0,9,2013
10, Andre Holmes,LVR,13.6,11,11,7,136,0,0,0,0,0,0,9,2013
11, L. Fitzgerald,ARI,13.2,8,8,5,72,1,0,0,0,0,0,9,2013
12, Cecil Shorts,JAC,12.4,11,11,6,64,1,0,0,0,0,0,9,2013
13, Andre Johnson,HOU,12.1,9,9,8,121,0,0,0,0,0,0,9,2013
14, Dez Bryant,DAL,12.1,9,9,7,61,1,0,0,0,0,1,9,2013
15, Ted Ginn Jr.,CAR,10.7,4,4,2,47,1,0,0,0,0,0,9,2013
16, D. Thomas,DEN,10.6,6,6,3,106,0,0,0,0,0,0,9,2013
17, Keenan Allen,LAC,10.6,10,10,8,106,0,0,0,0,0,1,9,2013
18, E. Sanders,PIT,10.3,11,11,6,43,1,0,0,0,0,0,9,2013
19, J. Hemingway,KC,10.2,3,3,3,42,1,0,0,0,0,0,9,2013
20, Julian Edelman,NE,10.1,12,12,9,101,0,0,0,0,0,0,9,2013
21, Brian Quick,LAR,10.1,4,4,3,41,1,0,0,0,0,0,9,2013
22, Anquan Boldin,SF,9.8,13,13,9,98,0,0,0,0,0,0,9,2013
23, Brandon LaFell,CAR,9.6,7,7,3,36,1,0,0,0,0,0,9,2013
24, C. Patterson,MIN,9.1,6,4,1,4,0,2,27,1,0,0,9,2013
25, Nate Washington,TEN,8.1,6,6,5,81,0,0,0,0,0,0,9,2013
26, Kendall Wright,TEN,7.7,11,11,6,77,0,0,0,0,0,0,9,2013
27, DeAndre Hopkins,HOU,7.7,5,5,2,77,0,0,0,0,0,0,9,2013
28, Jerome Simpson,MIN,7.6,9,9,3,76,0,0,0,0,0,0,9,2013
29, Vincent Jackson,TB,7.5,6,5,3,75,0,1,0,0,0,0,9,2013
30, Harry Douglas,ATL,7.3,15,15,6,73,0,0,0,0,0,0,9,2013
31, Andrew Hawkins,CIN,7.1,4,3,3,65,0,1,6,0,0,0,9,2013
32, Ace Sanders,JAC,7.1,12,11,8,67,0,1,4,0,0,0,9,2013
33, Greg L. Little,CLE,6.9,4,4,2,9,1,0,0,0,0,0,9,2013
34, M. Crabtree,SF,6.8,4,4,2,68,0,0,0,0,0,0,9,2013
35, J. Cotchery,PIT,6.6,6,6,2,6,1,0,0,0,0,0,9,2013
36, Antonio Brown,PIT,5.9,8,8,5,59,0,0,0,0,0,0,9,2013
37, Rod Streater,LVR,5.7,4,4,3,57,0,0,0,0,0,0,9,2013
38, Dwayne Bowe,KC,5.6,7,7,3,56,0,0,0,0,0,0,9,2013
39, Stevie Johnson,BUF,5.5,8,8,5,55,0,0,0,0,0,1,9,2013
40, Danny Amendola,NE,5.4,5,5,5,54,0,0,0,0,0,0,9,2013
41, Jacoby Jones,BAL,5.3,7,7,4,53,0,0,0,0,0,0,9,2013
42, Jarius Wright,MIN,5.3,3,3,3,53,0,0,0,0,0,0,9,2013
43, Steve Smith,CAR,5.1,4,4,3,51,0,0,0,0,0,0,9,2013
44, T. Underwood,TB,5.1,4,4,3,51,0,0,0,0,0,0,9,2013
45, Riley Cooper,PHI,4.8,6,6,3,48,0,0,0,0,0,0,9,2013
46, T.Y. Hilton,IND,4.6,7,7,5,46,0,0,0,0,0,0,9,2013
47, Stedman Bailey,LAR,4.6,4,4,3,46,0,0,0,0,0,0,9,2013
48, B. Marshall,CHI,4.5,9,9,4,45,0,0,0,0,0,0,9,2013
49, LaVon Brazill,IND,4.2,8,8,3,42,0,0,0,0,0,0,9,2013
50, Robert Woods,BUF,3.9,3,3,2,39,0,0,0,0,0,0,9,2013
51, Wes Welker,DEN,3.8,5,5,3,38,0,0,0,0,0,0,9,2013
52, David Nelson,NYJ,3.7,8,8,3,37,0,0,0,0,0,0,9,2013
53, DeSean Jackson,PHI,3.6,6,6,3,36,0,0,0,0,0,0,9,2013
54, A.J. Jenkins,KC,3.5,4,4,3,35,0,0,0,0,0,0,9,2013
55, Tavon Austin,LAR,3.5,9,7,4,25,0,1,10,0,0,0,9,2013
56, Chris Givens,LAR,3,9,9,2,30,0,0,0,0,0,0,9,2013
57, Andre Roberts,ARI,2.9,8,8,4,29,0,0,0,0,0,0,9,2013
58, Davone Bess,CLE,2.8,5,5,3,28,0,0,0,0,0,0,9,2013
59, Brandon Stokley,BAL,2.7,3,3,2,27,0,0,0,0,0,0,9,2013
60, Keshawn Martin,HOU,2.7,1,1,1,27,0,0,0,0,0,0,9,2013
61, T. Williams,DAL,2.3,6,6,3,23,0,0,0,0,0,1,9,2013
62, Jacoby Ford,LVR,2.2,6,5,3,19,0,1,3,0,0,0,9,2013
63, R. Matthews,MIA,2.1,3,3,2,21,0,0,0,0,0,0,9,2013
64, Jason Avant,PHI,2,4,4,1,20,0,0,0,0,0,0,9,2013
65, Chris Owusu,TB,2,3,3,1,20,0,0,0,0,0,0,9,2013
66, Cole Beasley,DAL,1.9,3,3,3,19,0,0,0,0,0,0,9,2013
67, Miles Austin,DAL,1.8,5,5,1,18,0,0,0,0,0,0,9,2013
68, Donnie Avery,KC,1.7,6,6,2,17,0,0,0,0,0,0,9,2013
69, Earl Bennett,CHI,1.7,3,3,2,17,0,0,0,0,0,0,9,2013
70, Vincent Brown,LAC,1.6,2,2,1,16,0,0,0,0,0,0,9,2013
71, Darius Johnson,ATL,1.6,4,4,2,16,0,0,0,0,0,0,9,2013
72, K. Thompkins,NE,1.6,3,3,1,16,0,0,0,0,0,0,9,2013
73, D. Heyward-Bey,IND,1.2,6,5,1,23,0,1,-11,0,0,0,9,2013
74, Marvin Jones,CIN,1.2,3,3,2,12,0,0,0,0,0,0,9,2013
75, Marlon Brown,BAL,1.2,1,1,1,12,0,0,0,0,0,0,9,2013
76, Austin Pettis,LAR,1.1,3,3,1,11,0,0,0,0,0,0,9,2013
77, Marcus Thigpen,MIA,1,5,1,1,0,0,4,10,0,0,0,9,2013
78, Mohamed Sanu,CIN,0.9,2,2,1,9,0,0,0,0,0,0,9,2013
79, Justin Hunter,TEN,0.9,5,5,1,9,0,0,0,0,0,0,9,2013
80, Mike Brown,JAC,0.7,2,2,1,7,0,0,0,0,0,0,9,2013
81, Jaron Brown,ARI,0.6,1,1,1,6,0,0,0,0,0,0,9,2013
82, Josh Boyce,NE,0.6,1,1,1,6,0,0,0,0,0,0,9,2013
83, Andre Caldwell,DEN,0.4,1,1,1,4,0,0,0,0,0,0,9,2013
84, Brittan Golden,ARI,0.4,2,2,1,4,0,0,0,0,0,0,9,2013
85, Stephen Hill,NYJ,0.2,4,4,1,2,0,0,0,0,0,0,9,2013
86, Josh Cribbs,NYJ,0,0,0,0,0,0,0,0,0,0,0,9,2013
87, Kassim Osgood,SF,0,0,0,0,0,0,0,0,0,0,0,9,2013
88, Devin Hester,CHI,0,0,0,0,0,0,0,0,0,0,0,9,2013
89, Santonio Holmes,NYJ,0,0,0,0,0,0,0,0,0,0,0,9,2013
90, Brad Smith,PHI,0,1,0,0,0,0,1,0,0,0,1,9,2013
91, Domenik Hixon,CAR,0,0,0,0,0,0,0,0,0,0,0,9,2013
92, Eric Weems,CHI,0,0,0,0,0,0,0,0,0,0,0,9,2013
93, Lavelle Hawkins,LAC,0,0,0,0,0,0,0,0,0,0,0,9,2013
94, Matthew Slater,NE,0,0,0,0,0,0,0,0,0,0,0,9,2013
95, M. Manningham,SF,0,0,0,0,0,0,0,0,0,0,0,9,2013
96, Kenny Britt,TEN,0,0,0,0,0,0,0,0,0,0,0,9,2013
97, Brandon Tate,CIN,0,0,0,0,0,0,0,0,0,0,0,9,2013
98, Chad Hall,KC,0,0,0,0,0,0,0,0,0,0,0,9,2013
99,. Marcus Easley,BUF,0,0,0,0,0,0,0,0,0,0,0,9,2013
100,. Joe Webb,MIN,0,0,0,0,0,0,0,0,0,0,0,9,2013
101,. Marlon Moore,MIA,0,1,1,0,0,0,0,0,0,0,0,9,2013
102,. Seyi Ajirotutu,LAC,0,0,0,0,0,0,0,0,0,0,0,9,2013
103,. Greg Salas,NYJ,0,4,4,1,0,0,0,0,0,0,0,9,2013
104,. Tandon Doss,BAL,0,0,0,0,0,0,0,0,0,0,0,9,2013
105,. Drew Davis,ATL,0,0,0,0,0,0,0,0,0,0,0,9,2013
106,. Kerry Taylor,JAC,0,0,0,0,0,0,0,0,0,0,0,9,2013
107,. Jeff Maehl,PHI,0,0,0,0,0,0,0,0,0,0,0,9,2013
108,. Kevin Cone,ATL,0,0,0,0,0,0,0,0,0,0,0,9,2013
109,. T.J. Graham,BUF,0,2,2,0,0,0,0,0,0,0,0,9,2013
110,. DeVier Posey,HOU,0,0,0,0,0,0,0,0,0,0,0,9,2013
111,. Josh Cooper,CLE,0,0,0,0,0,0,0,0,0,0,0,9,2013
112,. Damaris Johnson,PHI,0,0,0,0,0,0,0,0,0,0,0,9,2013
113,. Chris Hogan,BUF,0,0,0,0,0,0,0,0,0,0,0,9,2013
114,. Brian Tyms,CLE,0,0,0,0,0,0,0,0,0,0,0,9,2013
115,. Da'Rick Rogers,IND,0,0,0,0,0,0,0,0,0,0,0,9,2013
116,. Russell Shepard,TB,0,0,0,0,0,0,0,0,0,0,0,9,2013
117,. Marquess Wilson,CHI,0,0,0,0,0,0,0,0,0,0,0,9,2013
118,. M. Goodwin,BUF,0,4,4,0,0,0,0,0,0,0,0,9,2013
119,. Greg Jenkins,LVR,0,0,0,0,0,0,0,0,0,0,0,9,2013
120,. Markus Wheaton,PIT,0,0,0,0,0,0,0,0,0,0,0,9,2013
121,. Eric Page,TB,0,0,0,0,0,0,0,0,0,0,0,9,2013
122,. T. Holliday,DEN,0,0,0,0,0,0,0,0,0,0,0,9,2013
0,Marques Colston,NO,27.2,20,20,13,152,2,0,0,0,0,0,10,2013
1,Josh Gordon,CLE,24.5,11,10,7,151,1,1,34,0,0,0,10,2013
2,Da'Rick Rogers,IND,22.7,9,9,6,107,2,0,0,0,0,0,10,2013
3,C. Patterson,MIN,20.7,8,7,5,141,1,1,6,0,0,0,10,2013
4,Antonio Brown,PIT,19.8,9,9,5,138,1,0,0,0,0,0,10,2013
5,Rod Streater,LVR,19,10,10,7,130,1,0,0,0,0,0,10,2013
6,Eric Decker,DEN,17.7,12,12,8,117,1,0,0,0,0,0,10,2013
7,Justin Hunter,TEN,17.4,8,8,4,114,1,0,0,0,0,0,10,2013
8,LaVon Brazill,IND,17.3,4,4,3,53,2,0,0,0,0,0,10,2013
9, L. Fitzgerald,ARI,15.6,12,12,12,96,1,0,0,0,0,0,10,2013
10, Andre Johnson,HOU,15.4,21,21,13,154,0,0,0,0,0,0,10,2013
11, Marlon Brown,BAL,15.2,11,11,7,92,1,0,0,0,0,0,10,2013
12, D. Thomas,DEN,14.8,10,10,7,88,1,0,0,0,0,0,10,2013
13, Doug Baldwin,SEA,13.7,5,5,4,77,1,0,0,0,0,0,10,2013
14, A.J. Green,CIN,13.2,8,8,6,72,1,0,0,0,0,0,10,2013
15, Vincent Jackson,TB,13,8,8,3,70,1,0,0,0,0,0,10,2013
16, Dwayne Bowe,KC,13,5,5,4,70,1,0,0,0,0,0,10,2013
17, E. Sanders,PIT,12.5,6,6,4,65,1,0,0,0,0,0,10,2013
18, Julian Edelman,NE,12.4,9,9,6,64,1,0,0,0,0,0,10,2013
19, Wes Welker,DEN,12.1,10,10,5,61,1,0,0,0,0,0,10,2013
20, J. Cotchery,PIT,11.7,9,9,5,57,1,0,0,0,0,0,10,2013
21, Marvin Jones,CIN,11.7,5,4,3,60,1,1,-3,0,0,0,10,2013
22, Brian Hartline,MIA,11.1,8,8,5,51,1,0,0,0,0,0,10,2013
23, Steve Smith,CAR,10.9,8,8,6,49,1,0,0,0,0,0,10,2013
24, DeSean Jackson,PHI,10.9,7,6,4,59,1,1,-10,0,0,0,10,2013
25, Jerome Simpson,MIN,10.8,8,8,4,48,1,0,0,0,0,1,10,2013
26, Jeremy Kerley,NYJ,10.4,8,7,4,41,1,1,3,0,0,0,10,2013
27, Pierre Garcon,WAS,9.8,24,24,14,98,0,0,0,0,0,1,10,2013
28, Danny Amendola,NE,9.6,8,8,4,36,1,0,0,0,0,0,10,2013
29, Keshawn Martin,HOU,8.8,6,6,4,28,1,0,0,0,0,0,10,2013
30, Victor Cruz,NYG,8,7,7,6,80,0,0,0,0,0,0,10,2013
31, A. Robinson,WAS,7.6,9,8,4,67,0,1,9,0,0,0,10,2013
32, DeAndre Hopkins,HOU,7.6,7,7,3,76,0,0,0,0,0,0,10,2013
33, Riley Cooper,PHI,7.4,9,9,3,74,0,0,0,0,0,0,10,2013
34, Cecil Shorts,JAC,7.3,6,6,2,13,1,0,0,0,0,0,10,2013
35, Stevie Johnson,BUF,6.7,11,11,5,67,0,0,0,0,0,0,10,2013
36, Tavon Austin,LAR,6.5,4,3,1,9,0,1,56,0,0,0,10,2013
37, Andre Holmes,LVR,6.3,7,7,3,63,0,0,0,0,0,0,10,2013
38, Santana Moss,WAS,5.5,8,7,4,45,0,1,10,0,0,0,10,2013
39, Santonio Holmes,NYJ,5.5,5,5,3,55,0,0,0,0,0,0,10,2013
40, Greg Jennings,MIN,5.3,10,10,5,53,0,0,0,0,0,0,10,2013
41, Lance Moore,NO,5.2,6,6,5,52,0,0,0,0,0,0,10,2013
42, Calvin Johnson,DET,5.2,5,5,3,52,0,0,0,0,0,0,10,2013
43, Josh Boyce,NE,4.9,5,5,3,49,0,0,0,0,0,0,10,2013
44, Stedman Bailey,LAR,4.6,4,4,3,46,0,0,0,0,0,0,10,2013
45, Golden Tate,SEA,4.5,5,5,4,45,0,0,0,0,0,0,10,2013
46, Hakeem Nicks,NYG,3.4,2,2,2,34,0,0,0,0,0,0,10,2013
47, Jacoby Jones,BAL,3.3,8,7,4,37,0,1,-4,0,0,0,10,2013
48, David Nelson,NYJ,3.2,4,4,4,32,0,0,0,0,0,0,10,2013
49, Jaron Brown,ARI,3.2,1,1,1,32,0,0,0,0,0,0,10,2013
50, R. Lockette,SEA,3.1,2,1,1,33,0,1,-2,0,0,0,10,2013
51, Michael Floyd,ARI,2.6,5,5,2,26,0,0,0,0,0,0,10,2013
52, Mohamed Sanu,CIN,2.6,4,4,2,26,0,0,0,0,0,0,10,2013
53, Jermaine Kearse,SEA,2.6,3,3,2,26,0,0,0,0,0,0,10,2013
54, Ace Sanders,JAC,2.6,8,6,3,26,0,1,0,0,0,0,10,2013
55, Josh Morgan,WAS,2.5,4,4,2,25,0,0,0,0,0,0,10,2013
56, Kenny Stills,NO,2.5,4,4,3,25,0,0,0,0,0,0,10,2013
57, Nate Washington,TEN,2.4,6,6,2,24,0,0,0,0,0,0,10,2013
58, D. Heyward-Bey,IND,2.3,3,3,2,23,0,0,0,0,0,0,10,2013
59, Brandon LaFell,CAR,2.2,4,4,2,22,0,0,0,0,0,0,10,2013
60, Chris Givens,LAR,2.1,2,2,1,21,0,0,0,0,0,0,10,2013
61, Rueben Randle,NYG,2,4,4,3,20,0,0,0,0,0,1,10,2013
62, Robert Woods,BUF,2,5,5,3,20,0,0,0,0,0,0,10,2013
63, Mike Wallace,MIA,1.9,5,5,2,19,0,0,0,0,0,0,10,2013
64, Austin Pettis,LAR,1.9,3,3,1,19,0,0,0,0,0,0,10,2013
65, Nate Burleson,DET,1.8,5,5,2,18,0,0,0,0,0,0,10,2013
66, Robert Meachem,NO,1.8,7,6,2,14,0,1,4,0,0,0,10,2013
67, Kendall Wright,TEN,1.7,3,3,2,17,0,0,0,0,0,0,10,2013
68, Mike Brown,JAC,1.6,7,7,3,16,0,0,0,0,0,0,10,2013
69, Greg L. Little,CLE,1.4,4,4,2,14,0,0,0,0,0,0,10,2013
70, Brad Smith,PHI,1.3,1,1,1,13,0,0,0,0,0,0,10,2013
71, Chris Hogan,BUF,1.2,1,1,1,12,0,0,0,0,0,0,10,2013
72, Torrey Smith,BAL,1.1,5,5,1,11,0,0,0,0,0,1,10,2013
73, J. Hemingway,KC,1.1,2,2,1,11,0,0,0,0,0,0,10,2013
74, Davone Bess,CLE,1,4,4,1,10,0,0,0,0,0,0,10,2013
75, DeVier Posey,HOU,0.9,1,1,1,9,0,0,0,0,0,0,10,2013
76, Andre Roberts,ARI,0.8,2,2,1,8,0,0,0,0,0,0,10,2013
77, Donnie Avery,KC,0.7,2,2,1,7,0,0,0,0,0,0,10,2013
78, Andrew Hawkins,CIN,0.7,2,2,1,7,0,0,0,0,0,0,10,2013
79, T.Y. Hilton,IND,0.7,5,5,2,7,0,0,0,0,0,0,10,2013
80, Michael Preston,TEN,0.6,1,1,1,6,0,0,0,0,0,0,10,2013
81, Nick Williams,WAS,0.6,1,1,1,6,0,0,0,0,0,0,10,2013
82, Ted Ginn Jr.,CAR,0.5,5,5,2,5,0,0,0,0,0,0,10,2013
83, R. Matthews,MIA,0.5,2,2,1,5,0,0,0,0,0,0,10,2013
84, Austin Collie,NE,0.4,1,1,1,4,0,0,0,0,0,0,10,2013
85, Terrelle Pryor,LVR,0.4,8,0,0,0,0,3,4,0,0,0,10,2013
86, Marcus Thigpen,MIA,0.4,1,1,1,4,0,0,0,0,0,1,10,2013
87, Skye Dawson,TB,0.3,3,3,1,3,0,0,0,0,0,0,10,2013
88, Brandon Stokley,BAL,0.2,1,1,1,2,0,0,0,0,0,0,10,2013
89, Eric Page,TB,-0.5,1,0,0,0,0,1,-5,0,0,0,10,2013
90, Jason Avant,PHI,0,0,0,0,0,0,0,0,0,0,0,10,2013
91, Domenik Hixon,CAR,0,0,0,0,0,0,0,0,0,0,0,10,2013
92, Andre Caldwell,DEN,0,1,1,0,0,0,0,0,0,0,0,10,2013
93, Matthew Slater,NE,0,0,0,0,0,0,0,0,0,0,0,10,2013
94, Louis Murphy,NYG,0,0,0,0,0,0,0,0,0,0,0,10,2013
95, Brandon Tate,CIN,0,0,0,0,0,0,0,0,0,0,0,10,2013
96, T. Underwood,TB,0,5,5,0,0,0,0,0,0,0,0,10,2013
97, Kevin Ogletree,DET,0,0,0,0,0,0,0,0,0,0,0,10,2013
98, Marcus Easley,BUF,0,0,0,0,0,0,0,0,0,0,0,10,2013
99,. Jacoby Ford,LVR,0,1,1,0,0,0,0,0,0,0,0,10,2013
100,. Joe Webb,MIN,0,0,0,0,0,0,0,0,0,0,0,10,2013
101,. Marlon Moore,MIA,0,0,0,0,0,0,0,0,0,0,0,10,2013
102,. Jerrel Jernigan,NYG,0,0,0,0,0,0,0,0,0,0,0,10,2013
103,. Greg Salas,NYJ,0,0,0,0,0,0,0,0,0,0,0,10,2013
