,Player,Team,FF Pts,Plays,TRGT,REC,RCYDS,RCTDS,RUATT,RUYDS,RUTDS,INT,FUM,Week,Season
39, Chase Ford,MIN,0.2,1,1,1,2,0,0,0,0,0,0,5,2013
40, MarQueis Gray,CLE,0.1,1,0,0,0,0,1,1,0,0,0,5,2013
41, Josh Hill,NO,-0.8,2,1,0,0,0,1,-8,0,0,0,5,2013
42, Ben Hartsock,CAR,0,0,0,0,0,0,0,0,0,0,0,5,2013
43, Alex Smith,CIN,0,0,0,0,0,0,0,0,0,0,0,5,2013
44, Benjamin Watson,NO,0,1,1,0,0,0,0,0,0,0,0,5,2013
45, Dante Rosario,CHI,0,0,0,0,0,0,0,0,0,0,0,5,2013
46, Kellen Davis,SEA,0,0,0,0,0,0,0,0,0,0,0,5,2013
47, Craig Stevens,TEN,0,1,1,0,0,0,0,0,0,0,0,5,2013
48, M. Mulligan,NE,0,0,0,0,0,0,0,0,0,0,0,5,2013
49, Chase Coffman,ATL,0,0,0,0,0,0,0,0,0,0,0,5,2013
50, John Phillips,LAC,0,0,0,0,0,0,0,0,0,0,0,5,2013
51, James Casey,PHI,0,1,1,0,0,0,0,0,0,0,0,5,2013
52, Michael Palmer,PIT,0,0,0,0,0,0,0,0,0,0,0,5,2013
53, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,5,2013
54, Jeron Mastrud,LVR,0,1,1,0,0,0,0,0,0,0,0,5,2013
55, Ryan Taylor,GB,0,0,0,0,0,0,0,0,0,0,0,5,2013
56, Lee Smith,BUF,0,0,0,0,0,0,0,0,0,0,0,5,2013
57, Konrad Reuland,NYJ,0,0,0,0,0,0,0,0,0,0,0,5,2013
58, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,5,2013
59, Taylor Thompson,TEN,0,0,0,0,0,0,0,0,0,0,0,5,2013
60, David Paulson,PIT,0,0,0,0,0,0,0,0,0,0,0,5,2013
61, Orson Charles,CIN,0,0,0,0,0,0,0,0,0,0,0,5,2013
62, Brandon Bostick,GB,0,0,0,0,0,0,0,0,0,0,0,5,2013
63, Sean McGrath,KC,0,0,0,0,0,0,0,0,0,0,0,5,2013
64, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,5,2013
65, Cory Harkey,LAR,0,0,0,0,0,0,0,0,0,0,0,5,2013
66, Chris Gragg,BUF,0,0,0,0,0,0,0,0,0,0,0,5,2013
67, Ryan Griffin,HOU,0,0,0,0,0,0,0,0,0,0,0,5,2013
68, J. Stoneburner,GB,0,0,0,0,0,0,0,0,0,0,0,5,2013
69, Luke Willson,SEA,0,0,0,0,0,0,0,0,0,0,0,5,2013
70, Levine Toilolo,ATL,0,0,0,0,0,0,0,0,0,0,0,5,2013
71, Nick Kasa,LVR,0,1,1,0,0,0,0,0,0,0,0,5,2013
72, Gavin Escobar,DAL,0,0,0,0,0,0,0,0,0,0,0,5,2013
73, Jack Doyle,IND,0,0,0,0,0,0,0,0,0,0,0,5,2013
0,Delanie Walker,TEN,27.3,18,18,14,153,2,0,0,0,0,0,6,2013
1,Julius Thomas,DEN,15.6,5,5,3,96,1,0,0,0,0,0,6,2013
2,Coby Fleener,IND,14,20,20,12,140,0,0,0,0,0,0,6,2013
3,Rob Housler,ARI,11.7,5,5,4,57,1,0,0,0,0,0,6,2013
4,Brandon Bostick,GB,10.2,3,3,3,42,1,0,0,0,0,0,6,2013
5,Jeff Cumberland,NYJ,8.5,4,4,3,25,1,0,0,0,0,0,6,2013
6,Chris Gragg,BUF,8.5,6,6,4,25,1,0,0,0,0,0,6,2013
7,B. Pettigrew,DET,7,5,5,5,70,0,0,0,0,0,0,6,2013
8,Taylor Thompson,TEN,6.9,1,1,1,9,1,0,0,0,0,0,6,2013
9, Antonio Gates,LAC,6.2,8,8,4,62,0,0,0,0,0,0,6,2013
10, Ryan Griffin,HOU,6.2,1,1,1,2,1,0,0,0,0,0,6,2013
11, Dallas Clark,BAL,6.1,2,2,1,1,1,0,0,0,0,0,6,2013
12, Scott Chandler,BUF,6.1,6,6,5,61,0,0,0,0,0,0,6,2013
13, Jimmy Graham,NO,5.9,5,5,5,59,0,0,0,0,0,0,6,2013
14, Tyler Eifert,CIN,5.5,10,10,3,55,0,0,0,0,0,0,6,2013
15, Marcedes Lewis,JAC,3.9,6,6,3,39,0,0,0,0,0,0,6,2013
16, Tony Gonzalez,ATL,2.9,5,5,3,29,0,0,0,0,0,0,6,2013
17, M. Bennett,CHI,2.9,6,6,4,29,0,0,0,0,0,0,6,2013
18, Ed Dickson,BAL,2.8,4,4,3,28,0,0,0,0,0,0,6,2013
19, Jason Witten,DAL,2.7,6,6,2,27,0,0,0,0,0,0,6,2013
20, Ladarius Green,LAC,2.5,1,1,1,25,0,0,0,0,0,0,6,2013
21, Joseph Fauria,DET,2.5,2,2,1,25,0,0,0,0,0,0,6,2013
22, Mychal Rivera,LVR,2.2,2,2,2,22,0,0,0,0,0,0,6,2013
23, Charles Clay,MIA,2.1,10,8,4,21,0,2,0,0,0,0,6,2013
24, Tim Wright,TB,1.9,1,1,1,19,0,0,0,0,0,0,6,2013
25, Luke Willson,SEA,1.9,2,2,1,19,0,0,0,0,0,0,6,2013
26, Garrett Graham,HOU,1.8,3,3,2,18,0,0,0,0,0,0,6,2013
27, Kellen Winslow,NYJ,1.7,1,1,1,17,0,0,0,0,0,0,6,2013
28, Jared Cook,LAR,1.7,2,2,1,17,0,0,0,0,0,0,6,2013
29, Jake Ballard,ARI,1.5,1,1,1,15,0,0,0,0,0,0,6,2013
30, Greg Olsen,CAR,1.4,3,3,1,14,0,0,0,0,0,0,6,2013
31, Cory Harkey,LAR,1.4,3,3,1,14,0,0,0,0,0,0,6,2013
32, Clay Harbor,JAC,1.3,1,1,1,13,0,0,0,0,0,0,6,2013
33, Weslye Saunders,IND,1.1,3,3,1,11,0,0,0,0,0,0,6,2013
34, James Hanna,DAL,1.1,3,3,3,11,0,0,0,0,0,0,6,2013
35, Jim Dray,ARI,0.9,2,2,1,9,0,0,0,0,0,0,6,2013
36, James Casey,PHI,0.8,2,2,1,8,0,0,0,0,0,0,6,2013
37, Andrew Quarless,GB,0.8,4,4,1,8,0,0,0,0,0,0,6,2013
38, Michael Palmer,PIT,0.8,1,1,1,8,0,0,0,0,0,0,6,2013
39, Brent Celek,PHI,0.7,1,1,1,7,0,0,0,0,0,0,6,2013
40, Michael Egnew,MIA,0.7,2,2,1,7,0,0,0,0,0,0,6,2013
41, Heath Miller,PIT,0.6,5,5,1,6,0,0,0,0,0,0,6,2013
42, Craig Stevens,TEN,0.6,2,2,1,6,0,0,0,0,0,0,6,2013
43, Benjamin Watson,NO,0.5,3,3,1,5,0,0,0,0,0,0,6,2013
44, Virgil Green,DEN,0.4,1,1,1,4,0,0,0,0,0,0,6,2013
45, Ryan Taylor,GB,0.4,1,1,1,4,0,0,0,0,0,1,6,2013
46, Alex Smith,CIN,0.3,2,2,1,3,0,0,0,0,0,0,6,2013
47, Vernon Davis,SF,0.2,2,2,1,2,0,0,0,0,0,0,6,2013
48, Lee Smith,BUF,0.1,3,3,1,1,0,0,0,0,0,0,6,2013
49, Ben Hartsock,CAR,0,0,0,0,0,0,0,0,0,0,0,6,2013
50, Zach Miller,SEA,0,0,0,0,0,0,0,0,0,0,0,6,2013
51, Dante Rosario,CHI,0,2,2,0,0,0,0,0,0,0,0,6,2013
52, Joel Dreessen,DEN,0,0,0,0,0,0,0,0,0,0,0,6,2013
53, Kellen Davis,SEA,0,0,0,0,0,0,0,0,0,0,0,6,2013
54, Jacob Tamme,DEN,0,0,0,0,0,0,0,0,0,0,0,6,2013
55, Chase Coffman,ATL,0,0,0,0,0,0,0,0,0,0,0,6,2013
56, John Phillips,LAC,0,0,0,0,0,0,0,0,0,0,0,6,2013
57, Brandon Myers,NYG,0,0,0,0,0,0,0,0,0,0,0,6,2013
58, Bear Pascoe,NYG,0,0,0,0,0,0,0,0,0,0,0,6,2013
59, Tom Crabtree,TB,0,0,0,0,0,0,0,0,0,0,0,6,2013
60, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,6,2013
61, Jeron Mastrud,LVR,0,0,0,0,0,0,0,0,0,0,0,6,2013
62, Konrad Reuland,NYJ,0,0,0,0,0,0,0,0,0,0,0,6,2013
63, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,6,2013
64, Larry Donnell,NYG,0,0,0,0,0,0,0,0,0,0,0,6,2013
65, David Paulson,PIT,0,0,0,0,0,0,0,0,0,0,0,6,2013
66, Orson Charles,CIN,0,0,0,0,0,0,0,0,0,0,0,6,2013
67, Danny Noble,JAC,0,0,0,0,0,0,0,0,0,0,0,6,2013
68, Bradley Sowell,ARI,0,0,0,0,0,0,0,0,0,0,0,6,2013
69, Garrett Celek,SF,0,0,0,0,0,0,0,0,0,0,0,6,2013
70, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,6,2013
71, Josh Hill,NO,0,0,0,0,0,0,0,0,0,0,0,6,2013
72, Zach Sudfeld,NYJ,0,0,0,0,0,0,0,0,0,0,0,6,2013
73, Zach Ertz,PHI,0,0,0,0,0,0,0,0,0,0,0,6,2013
74, J. Stoneburner,GB,0,0,0,0,0,0,0,0,0,0,0,6,2013
75, Dion Sims,MIA,0,0,0,0,0,0,0,0,0,0,0,6,2013
76, Levine Toilolo,ATL,0,0,0,0,0,0,0,0,0,0,0,6,2013
77, Vance McDonald,SF,0,2,2,0,0,0,0,0,0,0,0,6,2013
78, Nick Kasa,LVR,0,0,0,0,0,0,0,0,0,0,0,6,2013
79, Gavin Escobar,DAL,0,0,0,0,0,0,0,0,0,0,0,6,2013
80, Jack Doyle,IND,0,0,0,0,0,0,0,0,0,0,0,6,2013
0,Jimmy Graham,NO,20.1,18,18,11,141,1,0,0,0,0,0,7,2013
1,Garrett Graham,HOU,19.6,13,13,7,136,1,0,0,0,0,1,7,2013
2,Charles Clay,MIA,15,7,7,6,90,1,0,0,0,0,0,7,2013
3,Danny Noble,JAC,12.2,1,1,1,62,1,0,0,0,0,0,7,2013
4,Rob Gronkowski,NE,11.9,7,7,5,59,1,0,0,0,0,0,7,2013
5,Mychal Rivera,LVR,11.4,6,6,5,54,1,0,0,0,0,0,7,2013
6,Antonio Gates,LAC,11.2,6,6,4,52,1,0,0,0,0,0,7,2013
7,Greg Olsen,CAR,11.2,8,8,5,52,1,0,0,0,0,0,7,2013
8,Heath Miller,PIT,10.8,19,19,13,108,0,0,0,0,0,0,7,2013
9, Tony Gonzalez,ATL,10.6,15,15,11,106,0,0,0,0,0,0,7,2013
10, Julius Thomas,DEN,10.3,5,5,3,43,1,0,0,0,0,0,7,2013
11, Anthony Fasano,KC,9.7,4,4,4,37,1,0,0,0,0,0,7,2013
12, Vernon Davis,SF,9.3,5,5,4,33,1,0,0,0,0,0,7,2013
13, J. Gresham,CIN,8.7,6,6,2,27,1,0,0,0,0,0,7,2013
14, Ladarius Green,LAC,8.1,5,5,4,81,0,0,0,0,0,0,7,2013
15, Josh Hill,NO,7.9,5,5,3,19,1,0,0,0,0,0,7,2013
16, Rob Housler,ARI,7,9,9,6,70,0,0,0,0,0,0,7,2013
17, Zach Miller,SEA,6.9,5,5,4,69,0,0,0,0,0,0,7,2013
18, John Carlson,MIN,6.9,7,7,5,69,0,0,0,0,0,0,7,2013
19, Alex Smith,CIN,6.2,1,1,1,2,1,0,0,0,0,0,7,2013
20, Benjamin Watson,NO,6.1,2,2,1,1,1,0,0,0,0,0,7,2013
21, Jordan Cameron,CLE,6.1,17,17,9,61,0,0,0,0,0,0,7,2013
22, M. Bennett,CHI,4.8,2,2,2,48,0,0,0,0,0,0,7,2013
23, Brent Celek,PHI,4.2,1,1,1,42,0,0,0,0,0,0,7,2013
24, Sean McGrath,KC,4,3,3,2,40,0,0,0,0,0,0,7,2013
25, B. Pettigrew,DET,3.7,5,5,3,37,0,0,0,0,0,0,7,2013
26, Brandon Myers,NYG,3.2,4,4,3,32,0,0,0,0,0,0,7,2013
27, Clay Harbor,JAC,3.2,5,5,3,32,0,0,0,0,0,0,7,2013
28, Dallas Clark,BAL,3.1,4,4,2,31,0,0,0,0,0,0,7,2013
29, Zach Ertz,PHI,3.1,3,3,2,31,0,0,0,0,0,0,7,2013
30, Jake Ballard,ARI,2.9,1,1,1,29,0,0,0,0,0,0,7,2013
31, Brandon Bostick,GB,2.6,1,1,1,26,0,0,0,0,0,0,7,2013
32, Marcedes Lewis,JAC,2.3,7,7,3,23,0,0,0,0,0,0,7,2013
33, Andrew Quarless,GB,1.8,3,3,2,18,0,0,0,0,0,0,7,2013
34, Jim Dray,ARI,1.8,2,2,2,18,0,0,0,0,0,0,7,2013
35, Ed Dickson,BAL,1.6,3,3,1,16,0,0,0,0,0,0,7,2013
36, Tyler Eifert,CIN,1.5,1,1,1,15,0,0,0,0,0,0,7,2013
37, Joseph Fauria,DET,1.4,2,2,1,14,0,0,0,0,0,0,7,2013
38, John Phillips,LAC,1.3,1,1,1,13,0,0,0,0,0,0,7,2013
39, Tim Wright,TB,1.3,2,2,1,13,0,0,0,0,0,0,7,2013
40, Gary Barnidge,CLE,1.2,1,1,1,12,0,0,0,0,0,0,7,2013
41, Levine Toilolo,ATL,1.2,3,3,2,12,0,0,0,0,0,0,7,2013
42, Jordan Reed,WAS,1.2,1,1,1,12,0,0,0,0,0,0,7,2013
43, Chase Ford,MIN,1.1,1,1,1,11,0,0,0,0,0,0,7,2013
44, Vance McDonald,SF,1,2,2,1,10,0,0,0,0,0,0,7,2013
45, Luke Willson,SEA,0.7,1,1,1,7,0,0,0,0,0,0,7,2013
46, Tom Crabtree,TB,0.5,1,1,1,5,0,0,0,0,0,0,7,2013
47, M. Hoomanawanui,NE,0.2,1,1,1,2,0,0,0,0,0,0,7,2013
48, Dante Rosario,CHI,0,0,0,0,0,0,0,0,0,0,0,7,2013
49, Joel Dreessen,DEN,0,0,0,0,0,0,0,0,0,0,0,7,2013
50, Kellen Davis,SEA,0,0,0,0,0,0,0,0,0,0,0,7,2013
51, Jacob Tamme,DEN,0,0,0,0,0,0,0,0,0,0,0,7,2013
52, M. Mulligan,NE,0,1,1,0,0,0,0,0,0,0,0,7,2013
53, Chase Coffman,ATL,0,0,0,0,0,0,0,0,0,0,0,7,2013
54, Bear Pascoe,NYG,0,1,1,0,0,0,0,0,0,0,0,7,2013
55, James Casey,PHI,0,0,0,0,0,0,0,0,0,0,0,7,2013
56, Michael Palmer,PIT,0,0,0,0,0,0,0,0,0,0,0,7,2013
57, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,7,2013
58, Jeron Mastrud,LVR,0,0,0,0,0,0,0,0,0,0,0,7,2013
59, Logan Paulsen,WAS,0,3,3,0,0,0,0,0,0,0,0,7,2013
60, Virgil Green,DEN,0,0,0,0,0,0,0,0,0,0,0,7,2013
61, Ryan Taylor,GB,0,0,0,0,0,0,0,0,0,0,0,7,2013
62, Niles Paul,WAS,0,0,0,0,0,0,0,0,0,0,0,7,2013
63, Larry Donnell,NYG,0,0,0,0,0,0,0,0,0,0,0,7,2013
64, Michael Egnew,MIA,0,0,0,0,0,0,0,0,0,0,0,7,2013
65, Rhett Ellison,MIN,0,0,0,0,0,0,0,0,0,0,0,7,2013
66, David Paulson,PIT,0,2,2,0,0,0,0,0,0,0,0,7,2013
67, Derek Carrier,SF,0,0,0,0,0,0,0,0,0,0,0,7,2013
68, Orson Charles,CIN,0,0,0,0,0,0,0,0,0,0,0,7,2013
69, Bradley Sowell,ARI,0,0,0,0,0,0,0,0,0,0,0,7,2013
70, J. Stoneburner,GB,0,0,0,0,0,0,0,0,0,0,0,7,2013
71, Dion Sims,MIA,0,0,0,0,0,0,0,0,0,0,0,7,2013
72, B. Williams,CAR,0,0,0,0,0,0,0,0,0,0,0,7,2013
73, Nick Kasa,LVR,0,0,0,0,0,0,0,0,0,0,0,7,2013
0,Jason Witten,DAL,15.7,7,7,4,37,2,0,0,0,0,0,8,2013
1,Rob Gronkowski,NE,15,10,10,7,90,1,0,0,0,0,0,8,2013
2,Jared Cook,LAR,14,5,5,4,80,1,0,0,0,0,0,8,2013
3,Ladarius Green,LAC,14,5,5,3,80,1,0,0,0,0,0,8,2013
4,Vernon Davis,SF,13,7,7,4,70,1,0,0,0,0,1,8,2013
5,M. Bennett,CHI,12.2,5,5,4,62,1,0,0,0,0,0,8,2013
6,Coby Fleener,IND,11.5,8,8,4,55,1,0,0,0,0,0,8,2013
7,Jacob Tamme,DEN,10.7,5,5,5,47,1,0,0,0,0,0,8,2013
8,Brandon Myers,NYG,9.9,5,5,3,39,1,0,0,0,0,0,8,2013
9, B. Pettigrew,DET,9.8,7,7,4,38,1,0,0,0,0,0,8,2013
10, Greg Olsen,CAR,9.4,9,9,5,34,1,0,0,0,0,0,8,2013
11, Rhett Ellison,MIN,8.6,2,2,2,26,1,0,0,0,0,0,8,2013
12, Anthony Fasano,KC,8.1,5,5,4,21,1,0,0,0,0,0,8,2013
13, Tim Wright,TB,7.5,9,9,8,75,0,0,0,0,0,0,8,2013
14, Joseph Fauria,DET,7,2,2,1,10,1,0,0,0,0,0,8,2013
15, Ed Dickson,BAL,5.5,5,5,3,55,0,0,0,0,0,0,8,2013
16, Rob Housler,ARI,5.1,5,5,4,51,0,0,0,0,0,0,8,2013
17, Delanie Walker,TEN,4.6,9,9,5,46,0,0,0,0,0,0,8,2013
18, Ryan Griffin,HOU,3.7,2,2,1,37,0,0,0,0,0,0,8,2013
19, John Carlson,MIN,3.6,5,5,3,36,0,0,0,0,0,0,8,2013
20, Kellen Winslow,NYJ,3.4,4,4,2,34,0,0,0,0,0,0,8,2013
21, Garrett Graham,HOU,3.2,9,9,5,32,0,0,0,0,0,0,8,2013
22, Andrew Quarless,GB,2.9,5,5,3,29,0,0,0,0,0,0,8,2013
23, Charles Clay,MIA,2.7,7,7,4,27,0,0,0,0,0,0,8,2013
24, Dorin Dickerson,DET,2.6,1,1,1,26,0,0,0,0,0,0,8,2013
25, Dallas Clark,BAL,2.4,4,4,3,24,0,0,0,0,0,0,8,2013
26, Brandon Bostick,GB,2.4,5,5,1,24,0,0,0,0,0,0,8,2013
27, Vance McDonald,SF,2.3,1,1,1,23,0,0,0,0,0,0,8,2013
28, Antonio Gates,LAC,2.1,8,8,3,21,0,0,0,0,0,0,8,2013
29, Chase Ford,MIN,2,1,1,1,20,0,0,0,0,0,0,8,2013
30, Marcedes Lewis,JAC,1.8,1,1,1,18,0,0,0,0,0,0,8,2013
31, Mychal Rivera,LVR,1,2,2,1,10,0,0,0,0,0,0,8,2013
32, Jeff Cumberland,NYJ,0.9,2,2,1,9,0,0,0,0,0,0,8,2013
33, Clay Harbor,JAC,0.8,1,1,1,8,0,0,0,0,0,0,8,2013
34, Ryan Taylor,GB,0.8,1,1,1,8,0,0,0,0,0,0,8,2013
35, Dion Sims,MIA,0.6,1,1,1,6,0,0,0,0,0,0,8,2013
36, Bear Pascoe,NYG,0.5,2,2,1,5,0,0,0,0,0,0,8,2013
37, Jeron Mastrud,LVR,0.5,1,1,1,5,0,0,0,0,0,0,8,2013
38, Michael Egnew,MIA,0.5,1,1,1,5,0,0,0,0,0,0,8,2013
39, Gavin Escobar,DAL,0.5,1,1,1,5,0,0,0,0,0,0,8,2013
40, Taylor Thompson,TEN,0.4,2,2,2,4,0,0,0,0,0,0,8,2013
41, J. Cunningham,IND,0.4,1,1,1,4,0,0,0,0,0,0,8,2013
42, Virgil Green,DEN,0.3,2,2,1,3,0,0,0,0,0,0,8,2013
43, Craig Stevens,TEN,-0.1,1,1,1,-1,0,0,0,0,0,0,8,2013
44, Dante Rosario,CHI,0,0,0,0,0,0,0,0,0,0,0,8,2013
45, Joel Dreessen,DEN,0,1,1,0,0,0,0,0,0,0,0,8,2013
46, Fred Davis,WAS,0,0,0,0,0,0,0,0,0,0,0,8,2013
47, M. Mulligan,NE,0,0,0,0,0,0,0,0,0,0,0,8,2013
48, John Phillips,LAC,0,1,1,0,0,0,0,0,0,0,0,8,2013
49, Tom Crabtree,TB,0,0,0,0,0,0,0,0,0,0,0,8,2013
50, Jim Dray,ARI,0,1,1,0,0,0,0,0,0,0,0,8,2013
51, Jake Ballard,ARI,0,0,0,0,0,0,0,0,0,0,0,8,2013
52, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,8,2013
53, Logan Paulsen,WAS,0,2,2,0,0,0,0,0,0,0,0,8,2013
54, Lance Kendricks,LAR,0,1,1,0,0,0,0,0,0,0,0,8,2013
55, Niles Paul,WAS,0,0,0,0,0,0,0,0,0,0,0,8,2013
56, Weslye Saunders,IND,0,2,2,0,0,0,0,0,0,0,0,8,2013
57, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,8,2013
58, Larry Donnell,NYG,0,0,0,0,0,0,0,0,0,0,0,8,2013
59, Derek Carrier,SF,0,0,0,0,0,0,0,0,0,0,0,8,2013
60, Danny Noble,JAC,0,0,0,0,0,0,0,0,0,0,0,8,2013
61, Bradley Sowell,ARI,0,0,0,0,0,0,0,0,0,0,0,8,2013
62, Sean McGrath,KC,0,1,1,0,0,0,0,0,0,0,0,8,2013
63, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,8,2013
64, Cory Harkey,LAR,0,0,0,0,0,0,0,0,0,0,0,8,2013
65, Zach Sudfeld,NYJ,0,0,0,0,0,0,0,0,0,0,0,8,2013
66, J. Stoneburner,GB,0,0,0,0,0,0,0,0,0,0,0,8,2013
67, B. Williams,CAR,0,0,0,0,0,0,0,0,0,0,0,8,2013
68, Nick Kasa,LVR,0,1,1,0,0,0,0,0,0,0,0,8,2013
69, Jack Doyle,IND,0,0,0,0,0,0,0,0,0,0,0,8,2013
70, James Hanna,DAL,0,0,0,0,0,0,0,0,0,0,0,8,2013
0,Zach Ertz,PHI,18.8,6,6,5,68,2,0,0,0,0,0,9,2013
1,Rob Gronkowski,NE,18.7,12,12,6,127,1,0,0,0,0,0,9,2013
2,Vernon Davis,SF,14.2,5,5,4,82,1,0,0,0,0,0,9,2013
3,Ladarius Green,LAC,10.5,6,6,2,45,1,0,0,0,0,0,9,2013
4,Tony Gonzalez,ATL,10.2,7,7,4,42,1,0,0,0,0,0,9,2013
5,Brent Celek,PHI,8.9,6,6,4,29,1,0,0,0,0,0,9,2013
6,Anthony Fasano,KC,8.8,5,5,3,28,1,0,0,0,0,0,9,2013
7,Heath Miller,PIT,8.6,9,9,8,86,0,0,0,0,0,0,9,2013
8,Marcedes Lewis,JAC,8.6,4,4,3,26,1,0,0,0,0,0,9,2013
9, Jim Dray,ARI,8.6,3,3,3,26,1,0,0,0,0,0,9,2013
10, Greg Olsen,CAR,8.5,7,7,5,85,0,0,0,0,0,0,9,2013
11, Clay Harbor,JAC,8.3,3,3,2,23,1,0,0,0,0,1,9,2013
12, Charles Clay,MIA,8,11,10,7,80,0,1,0,0,0,0,9,2013
13, Scott Chandler,BUF,6.3,6,6,4,63,0,0,0,0,0,1,9,2013
14, John Carlson,MIN,6.1,6,6,4,61,0,0,0,0,0,0,9,2013
15, Jason Witten,DAL,5.3,3,3,3,53,0,0,0,0,0,0,9,2013
16, Coby Fleener,IND,5,5,5,3,50,0,0,0,0,0,0,9,2013
17, Jared Cook,LAR,4.9,6,6,3,49,0,0,0,0,0,0,9,2013
18, Jordan Cameron,CLE,4.3,7,7,4,43,0,0,0,0,0,0,9,2013
19, Antonio Gates,LAC,4.1,9,9,5,41,0,0,0,0,0,1,9,2013
20, Garrett Graham,HOU,3.6,11,11,3,36,0,0,0,0,0,0,9,2013
21, Mychal Rivera,LVR,3,3,3,2,30,0,0,0,0,0,0,9,2013
22, Kellen Winslow,NYJ,2.6,3,3,3,26,0,0,0,0,0,0,9,2013
23, Rob Housler,ARI,2.1,6,6,3,21,0,0,0,0,0,0,9,2013
24, Tim Wright,TB,1.7,3,3,2,17,0,0,0,0,0,0,9,2013
25, Ed Dickson,BAL,1.6,2,2,1,16,0,0,0,0,0,0,9,2013
26, M. Bennett,CHI,1.4,5,5,2,14,0,0,0,0,0,0,9,2013
27, Levine Toilolo,ATL,1.2,1,1,1,12,0,0,0,0,0,0,9,2013
28, Sean McGrath,KC,1.1,3,3,1,11,0,0,0,0,0,0,9,2013
29, Tyler Eifert,CIN,0.9,2,2,1,9,0,0,0,0,0,0,9,2013
30, Dallas Clark,BAL,0.8,2,2,1,8,0,0,0,0,0,0,9,2013
31, Dion Sims,MIA,0.8,2,2,1,8,0,0,0,0,0,0,9,2013
32, Jeff Cumberland,NYJ,0.6,3,3,1,6,0,0,0,0,0,0,9,2013
33, Delanie Walker,TEN,0.5,2,2,1,5,0,0,0,0,0,0,9,2013
34, Jacob Tamme,DEN,0.3,3,3,1,3,0,0,0,0,0,0,9,2013
35, Virgil Green,DEN,0.2,1,1,1,2,0,0,0,0,0,0,9,2013
36, Chase Ford,MIN,0.2,1,1,1,2,0,0,0,0,0,0,9,2013
37, Alex Smith,CIN,0,0,0,0,0,0,0,0,0,0,0,9,2013
38, Dante Rosario,CHI,0,0,0,0,0,0,0,0,0,0,0,9,2013
39, Joel Dreessen,DEN,0,0,0,0,0,0,0,0,0,0,0,9,2013
40, Gary Barnidge,CLE,0,0,0,0,0,0,0,0,0,0,0,9,2013
41, M. Mulligan,NE,0,0,0,0,0,0,0,0,0,0,0,9,2013
42, John Phillips,LAC,0,0,0,0,0,0,0,0,0,0,0,9,2013
43, James Casey,PHI,0,0,0,0,0,0,0,0,0,0,0,9,2013
44, J. Gresham,CIN,0,1,1,0,0,0,0,0,0,0,0,9,2013
45, Michael Palmer,PIT,0,0,0,0,0,0,0,0,0,0,0,9,2013
46, Jake Ballard,ARI,0,0,0,0,0,0,0,0,0,0,0,9,2013
47, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,9,2013
48, Jeron Mastrud,LVR,0,0,0,0,0,0,0,0,0,0,0,9,2013
49, Lance Kendricks,LAR,0,0,0,0,0,0,0,0,0,0,0,9,2013
50, DJ Williams,NE,0,0,0,0,0,0,0,0,0,0,0,9,2013
51, Lee Smith,BUF,0,0,0,0,0,0,0,0,0,0,0,9,2013
52, Kyle Adams,TB,0,0,0,0,0,0,0,0,0,0,0,9,2013
53, Andre P. Smith,CLE,0,0,0,0,0,0,0,0,0,0,0,9,2013
54, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,9,2013
55, Michael Egnew,MIA,0,0,0,0,0,0,0,0,0,0,0,9,2013
56, Taylor Thompson,TEN,0,3,3,0,0,0,0,0,0,0,0,9,2013
57, Rhett Ellison,MIN,0,1,1,0,0,0,0,0,0,0,0,9,2013
58, David Paulson,PIT,0,0,0,0,0,0,0,0,0,0,0,9,2013
59, Derek Carrier,SF,0,0,0,0,0,0,0,0,0,0,0,9,2013
60, Orson Charles,CIN,0,0,0,0,0,0,0,0,0,0,0,9,2013
61, Danny Noble,JAC,0,0,0,0,0,0,0,0,0,0,0,9,2013
62, Bradley Sowell,ARI,0,0,0,0,0,0,0,0,0,0,0,9,2013
63, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,9,2013
64, Cory Harkey,LAR,0,0,0,0,0,0,0,0,0,0,0,9,2013
65, Zach Sudfeld,NYJ,0,0,0,0,0,0,0,0,0,0,0,9,2013
66, MarQueis Gray,CLE,0,0,0,0,0,0,0,0,0,0,0,9,2013
67, Ryan Griffin,HOU,0,0,0,0,0,0,0,0,0,0,0,9,2013
68, Vance McDonald,SF,0,0,0,0,0,0,0,0,0,0,0,9,2013
69, B. Williams,CAR,0,0,0,0,0,0,0,0,0,0,0,9,2013
70, Nick Kasa,LVR,0,0,0,0,0,0,0,0,0,0,0,9,2013
